camera_id,year,month,accidents
DEI-017/CAM-01,2022,7,19
DEI-017/CAM-01,2022,8,7
DEI-017/CAM-01,2022,9,9
DEI-017/CAM-01,2022,10,5
DEI-017/CAM-01,2022,11,6
DEI-017/CAM-01,2022,12,5
DEI-017/CAM-02,2019,1,9
DEI-017/CAM-02,2019,2,7
DEI-017/CAM-02,2019,3,16
DEI-017/CAM-02,2019,4,15
DEI-017/CAM-02,2019,5,13
DEI-017/CAM-02,2019,6,14
DEI-017/CAM-02,2019,7,15
DEI-017/CAM-02,2019,8,20
DEI-017/CAM-02,2019,9,18
DEI-017/CAM-02,2019,10,14
DEI-017/CAM-02,2019,11,21
DEI-017/CAM-02,2019,12,15
DEI-017/CAM-02,2020,1,8
DEI-017/CAM-02,2020,2,10
DEI-017/CAM-02,2020,3,8
DEI-017/CAM-02,2020,4,2
DEI-017/CAM-02,2020,5,5
DEI-017/CAM-02,2020,6,8
DEI-017/CAM-02,2020,7,6
DEI-017/CAM-02,2020,8,5
DEI-017/CAM-02,2020,9,9
DEI-017/CAM-02,2020,10,15
DEI-017/CAM-02,2020,11,7
DEI-017/CAM-02,2020,12,9
DEI-017/CAM-02,2021,1,9
DEI-017/CAM-02,2021,2,7
DEI-017/CAM-02,2021,3,20
DEI-017/CAM-02,2021,4,13
DEI-017/CAM-02,2021,5,7
DEI-017/CAM-02,2021,6,6
DEI-017/CAM-02,2021,7,14
DEI-017/CAM-02,2021,8,21
DEI-017/CAM-02,2021,9,21
DEI-017/CAM-02,2021,10,16
DEI-017/CAM-02,2021,11,11
DEI-017/CAM-02,2021,12,14
DEI-017/CAM-02,2022,1,17
DEI-017/CAM-02,2022,2,20
DEI-017/CAM-02,2022,3,25
DEI-017/CAM-02,2022,4,18
DEI-017/CAM-02,2022,5,22
DEI-017/CAM-02,2022,6,18
DEI-017/CAM-02,2022,7,19
DEI-017/CAM-02,2022,8,7
DEI-017/CAM-02,2022,9,9
DEI-017/CAM-02,2022,10,5
DEI-017/CAM-02,2022,11,6
DEI-017/CAM-02,2022,12,5
DEI-017/CAM-03,2019,1,19
DEI-017/CAM-03,2019,2,23
DEI-017/CAM-03,2019,3,24
DEI-017/CAM-03,2019,4,23
DEI-017/CAM-03,2019,5,26
DEI-017/CAM-03,2019,6,16
DEI-017/CAM-03,2019,7,33
DEI-017/CAM-03,2019,8,28
DEI-017/CAM-03,2019,9,33
DEI-017/CAM-03,2019,10,27
DEI-017/CAM-03,2019,11,31
DEI-017/CAM-03,2019,12,14
DEI-017/CAM-03,2020,1,18
DEI-017/CAM-03,2020,2,17
DEI-017/CAM-03,2020,3,12
DEI-017/CAM-03,2020,4,3
DEI-017/CAM-03,2020,5,8
DEI-017/CAM-03,2020,6,7
DEI-017/CAM-03,2020,7,3
DEI-017/CAM-03,2020,8,9
DEI-017/CAM-03,2020,9,13
DEI-017/CAM-03,2020,10,5
DEI-017/CAM-03,2020,11,7
DEI-017/CAM-03,2020,12,10
DEI-017/CAM-03,2021,1,7
DEI-017/CAM-03,2021,2,17
DEI-017/CAM-03,2021,3,14
DEI-017/CAM-03,2021,4,18
DEI-017/CAM-03,2021,5,16
DEI-017/CAM-03,2021,6,18
DEI-017/CAM-03,2021,7,8
DEI-017/CAM-03,2021,8,14
DEI-017/CAM-03,2021,9,25
DEI-017/CAM-03,2021,10,22
DEI-017/CAM-03,2021,11,19
DEI-017/CAM-03,2021,12,19
DEI-017/CAM-03,2022,1,17
DEI-017/CAM-03,2022,2,17
DEI-017/CAM-03,2022,3,25
DEI-017/CAM-03,2022,4,20
DEI-017/CAM-03,2022,5,26
DEI-017/CAM-03,2022,6,27
DEI-017/CAM-03,2022,7,20
DEI-017/CAM-03,2022,8,30
DEI-017/CAM-03,2022,9,25
DEI-017/CAM-03,2022,10,7
DEI-017/CAM-03,2022,11,14
DEI-017/CAM-03,2022,12,6
DEI-017/CAM-04,2019,1,19
DEI-017/CAM-04,2019,2,23
DEI-017/CAM-04,2019,3,24
DEI-017/CAM-04,2019,4,23
DEI-017/CAM-04,2019,5,26
DEI-017/CAM-04,2019,6,16
DEI-017/CAM-04,2019,7,33
DEI-017/CAM-04,2019,8,28
DEI-017/CAM-04,2019,9,33
DEI-017/CAM-04,2019,10,27
DEI-017/CAM-04,2019,11,31
DEI-017/CAM-04,2019,12,14
DEI-017/CAM-04,2020,1,18
DEI-017/CAM-04,2020,2,17
DEI-017/CAM-04,2020,3,12
DEI-017/CAM-04,2020,4,3
DEI-017/CAM-04,2020,5,8
DEI-017/CAM-04,2020,6,7
DEI-017/CAM-04,2020,7,3
DEI-017/CAM-04,2020,8,9
DEI-017/CAM-04,2020,9,13
DEI-017/CAM-04,2020,10,5
DEI-017/CAM-04,2020,11,7
DEI-017/CAM-04,2020,12,10
DEI-017/CAM-04,2021,1,7
DEI-017/CAM-04,2021,2,17
DEI-017/CAM-04,2021,3,14
DEI-017/CAM-04,2021,4,18
DEI-017/CAM-04,2021,5,16
DEI-017/CAM-04,2021,6,18
DEI-017/CAM-04,2021,7,8
DEI-017/CAM-04,2021,8,14
DEI-017/CAM-04,2021,9,25
DEI-017/CAM-04,2021,10,22
DEI-017/CAM-04,2021,11,19
DEI-017/CAM-04,2021,12,19
DEI-017/CAM-04,2022,1,17
DEI-017/CAM-04,2022,2,17
DEI-017/CAM-04,2022,3,25
DEI-017/CAM-04,2022,4,20
DEI-017/CAM-04,2022,5,26
DEI-017/CAM-04,2022,6,27
DEI-017/CAM-04,2022,7,20
DEI-017/CAM-04,2022,8,30
DEI-017/CAM-04,2022,9,25
DEI-017/CAM-04,2022,10,7
DEI-017/CAM-04,2022,11,14
DEI-017/CAM-04,2022,12,6
DEI-018/CAM-01,2019,1,10
DEI-018/CAM-01,2019,2,1
DEI-018/CAM-01,2019,3,7
DEI-018/CAM-01,2019,4,7
DEI-018/CAM-01,2019,5,5
DEI-018/CAM-01,2019,6,12
DEI-018/CAM-01,2019,7,2
DEI-018/CAM-01,2019,8,5
DEI-018/CAM-01,2019,9,9
DEI-018/CAM-01,2019,10,10
DEI-018/CAM-01,2019,11,6
DEI-018/CAM-01,2019,12,4
DEI-018/CAM-01,2020,1,4
DEI-018/CAM-01,2020,2,6
DEI-018/CAM-01,2020,3,3
DEI-018/CAM-01,2020,4,1
DEI-018/CAM-01,2020,5,2
DEI-018/CAM-01,2020,6,4
DEI-018/CAM-01,2020,7,1
DEI-018/CAM-01,2020,8,4
DEI-018/CAM-01,2020,9,9
DEI-018/CAM-01,2020,10,5
DEI-018/CAM-01,2020,11,7
DEI-018/CAM-01,2020,12,6
DEI-018/CAM-01,2021,1,5
DEI-018/CAM-01,2021,2,2
DEI-018/CAM-01,2021,3,10
DEI-018/CAM-01,2021,4,4
DEI-018/CAM-01,2021,5,2
DEI-018/CAM-01,2021,6,11
DEI-018/CAM-01,2021,7,8
DEI-018/CAM-01,2021,8,7
DEI-018/CAM-01,2021,9,7
DEI-018/CAM-01,2021,10,10
DEI-018/CAM-01,2021,11,9
DEI-018/CAM-01,2021,12,7
DEI-018/CAM-01,2022,1,3
DEI-018/CAM-01,2022,2,12
DEI-018/CAM-01,2022,3,9
DEI-018/CAM-01,2022,4,13
DEI-018/CAM-01,2022,5,7
DEI-018/CAM-01,2022,6,11
DEI-018/CAM-01,2022,7,9
DEI-018/CAM-01,2022,8,7
DEI-018/CAM-01,2022,9,9
DEI-018/CAM-01,2022,10,11
DEI-018/CAM-01,2022,11,7
DEI-018/CAM-01,2022,12,6
DEI-018/CAM-02,2019,1,10
DEI-018/CAM-02,2019,2,1
DEI-018/CAM-02,2019,3,7
DEI-018/CAM-02,2019,4,7
DEI-018/CAM-02,2019,5,5
DEI-018/CAM-02,2019,6,12
DEI-018/CAM-02,2019,7,2
DEI-018/CAM-02,2019,8,5
DEI-018/CAM-02,2019,9,9
DEI-018/CAM-02,2019,10,10
DEI-018/CAM-02,2019,11,6
DEI-018/CAM-02,2019,12,4
DEI-018/CAM-02,2020,1,4
DEI-018/CAM-02,2020,2,6
DEI-018/CAM-02,2020,3,3
DEI-018/CAM-02,2020,4,1
DEI-018/CAM-02,2020,5,2
DEI-018/CAM-02,2020,6,4
DEI-018/CAM-02,2020,7,1
DEI-018/CAM-02,2020,8,4
DEI-018/CAM-02,2020,9,9
DEI-018/CAM-02,2020,10,5
DEI-018/CAM-02,2020,11,7
DEI-018/CAM-02,2020,12,6
DEI-018/CAM-02,2021,1,5
DEI-018/CAM-02,2021,2,2
DEI-018/CAM-02,2021,3,10
DEI-018/CAM-02,2021,4,4
DEI-018/CAM-02,2021,5,2
DEI-018/CAM-02,2021,6,11
DEI-018/CAM-02,2021,7,8
DEI-018/CAM-02,2021,8,7
DEI-018/CAM-02,2021,9,7
DEI-018/CAM-02,2021,10,10
DEI-018/CAM-02,2021,11,9
DEI-018/CAM-02,2021,12,7
DEI-018/CAM-02,2022,1,3
DEI-018/CAM-02,2022,2,12
DEI-018/CAM-02,2022,3,9
DEI-018/CAM-02,2022,4,13
DEI-018/CAM-02,2022,5,7
DEI-018/CAM-02,2022,6,11
DEI-018/CAM-02,2022,7,9
DEI-018/CAM-02,2022,8,7
DEI-018/CAM-02,2022,9,9
DEI-018/CAM-02,2022,10,11
DEI-018/CAM-02,2022,11,7
DEI-018/CAM-02,2022,12,6
DEI-019/CAM-01,2019,1,21
DEI-019/CAM-01,2019,2,26
DEI-019/CAM-01,2019,3,35
DEI-019/CAM-01,2019,4,17
DEI-019/CAM-01,2019,5,30
DEI-019/CAM-01,2019,6,27
DEI-019/CAM-01,2019,7,34
DEI-019/CAM-01,2019,8,38
DEI-019/CAM-01,2019,9,24
DEI-019/CAM-01,2019,10,34
DEI-019/CAM-01,2019,11,25
DEI-019/CAM-01,2019,12,30
DEI-019/CAM-01,2020,1,30
DEI-019/CAM-01,2020,2,32
DEI-019/CAM-01,2020,3,20
DEI-019/CAM-01,2020,5,7
DEI-019/CAM-01,2020,6,10
DEI-019/CAM-01,2020,7,12
DEI-019/CAM-01,2020,8,13
DEI-019/CAM-01,2020,9,29
DEI-019/CAM-01,2020,10,17
DEI-019/CAM-01,2020,11,23
DEI-019/CAM-01,2020,12,21
DEI-019/CAM-01,2021,1,29
DEI-019/CAM-01,2021,2,25
DEI-019/CAM-01,2021,3,50
DEI-019/CAM-01,2021,4,29
DEI-019/CAM-01,2021,5,31
DEI-019/CAM-01,2021,6,32
DEI-019/CAM-01,2021,7,45
DEI-019/CAM-01,2021,8,39
DEI-019/CAM-01,2021,9,43
DEI-019/CAM-01,2021,10,51
DEI-019/CAM-01,2021,11,51
DEI-019/CAM-01,2021,12,45
DEI-019/CAM-01,2022,1,52
DEI-019/CAM-01,2022,2,54
DEI-019/CAM-01,2022,3,55
DEI-019/CAM-01,2022,4,58
DEI-019/CAM-01,2022,5,65
DEI-019/CAM-01,2022,6,72
DEI-019/CAM-01,2022,7,65
DEI-019/CAM-01,2022,8,49
DEI-019/CAM-01,2022,9,33
DEI-019/CAM-01,2022,10,28
DEI-019/CAM-01,2022,11,29
DEI-019/CAM-01,2022,12,36
DEI-019/CAM-02,2019,1,39
DEI-019/CAM-02,2019,2,49
DEI-019/CAM-02,2019,3,60
DEI-019/CAM-02,2019,4,51
DEI-019/CAM-02,2019,5,61
DEI-019/CAM-02,2019,6,47
DEI-019/CAM-02,2019,7,66
DEI-019/CAM-02,2019,8,67
DEI-019/CAM-02,2019,9,50
DEI-019/CAM-02,2019,10,53
DEI-019/CAM-02,2019,11,44
DEI-019/CAM-02,2019,12,48
DEI-019/CAM-02,2020,1,39
DEI-019/CAM-02,2020,2,43
DEI-019/CAM-02,2020,3,33
DEI-019/CAM-02,2020,4,13
DEI-019/CAM-02,2020,5,13
DEI-019/CAM-02,2020,6,21
DEI-019/CAM-02,2020,7,28
DEI-019/CAM-02,2020,8,31
DEI-019/CAM-02,2020,9,37
DEI-019/CAM-02,2020,10,34
DEI-019/CAM-02,2020,11,39
DEI-019/CAM-02,2020,12,38
DEI-019/CAM-02,2021,1,35
DEI-019/CAM-02,2021,2,51
DEI-019/CAM-02,2021,3,66
DEI-019/CAM-02,2021,4,41
DEI-019/CAM-02,2021,5,43
DEI-019/CAM-02,2021,6,54
DEI-019/CAM-02,2021,7,54
DEI-019/CAM-02,2021,8,41
DEI-019/CAM-02,2021,9,63
DEI-019/CAM-02,2021,10,86
DEI-019/CAM-02,2021,11,69
DEI-019/CAM-02,2021,12,61
DEI-019/CAM-02,2022,1,59
DEI-019/CAM-02,2022,2,77
DEI-019/CAM-02,2022,3,76
DEI-019/CAM-02,2022,4,84
DEI-019/CAM-02,2022,5,86
DEI-019/CAM-02,2022,6,89
DEI-019/CAM-02,2022,7,84
DEI-019/CAM-02,2022,8,68
DEI-019/CAM-02,2022,9,59
DEI-019/CAM-02,2022,10,38
DEI-019/CAM-02,2022,11,43
DEI-019/CAM-02,2022,12,41
DEI-020/CAM-01,2019,1,53
DEI-020/CAM-01,2019,2,45
DEI-020/CAM-01,2019,3,69
DEI-020/CAM-01,2019,4,57
DEI-020/CAM-01,2019,5,56
DEI-020/CAM-01,2019,6,47
DEI-020/CAM-01,2019,7,56
DEI-020/CAM-01,2019,8,61
DEI-020/CAM-01,2019,9,56
DEI-020/CAM-01,2019,10,66
DEI-020/CAM-01,2019,11,52
DEI-020/CAM-01,2019,12,67
DEI-020/CAM-01,2020,1,36
DEI-020/CAM-01,2020,2,61
DEI-020/CAM-01,2020,3,47
DEI-020/CAM-01,2020,4,22
DEI-020/CAM-01,2020,5,27
DEI-020/CAM-01,2020,6,44
DEI-020/CAM-01,2020,7,39
DEI-020/CAM-01,2020,8,34
DEI-020/CAM-01,2020,9,54
DEI-020/CAM-01,2020,10,43
DEI-020/CAM-01,2020,11,47
DEI-020/CAM-01,2020,12,51
DEI-020/CAM-01,2021,1,71
DEI-020/CAM-01,2021,2,52
DEI-020/CAM-01,2021,3,78
DEI-020/CAM-01,2021,4,59
DEI-020/CAM-01,2021,5,56
DEI-020/CAM-01,2021,6,59
DEI-020/CAM-01,2021,7,57
DEI-020/CAM-01,2021,8,58
DEI-020/CAM-01,2021,9,64
DEI-020/CAM-01,2021,10,72
DEI-020/CAM-01,2021,11,79
DEI-020/CAM-01,2021,12,69
DEI-020/CAM-01,2022,1,59
DEI-020/CAM-01,2022,2,95
DEI-020/CAM-01,2022,3,82
DEI-020/CAM-01,2022,4,78
DEI-020/CAM-01,2022,5,76
DEI-020/CAM-01,2022,6,89
DEI-020/CAM-01,2022,7,96
DEI-020/CAM-01,2022,8,70
DEI-020/CAM-01,2022,9,58
DEI-020/CAM-01,2022,10,46
DEI-020/CAM-01,2022,11,41
DEI-020/CAM-01,2022,12,50
DEI-020/CAM-02,2019,1,53
DEI-020/CAM-02,2019,2,45
DEI-020/CAM-02,2019,3,69
DEI-020/CAM-02,2019,4,57
DEI-020/CAM-02,2019,5,56
DEI-020/CAM-02,2019,6,47
DEI-020/CAM-02,2019,7,56
DEI-020/CAM-02,2019,8,61
DEI-020/CAM-02,2019,9,56
DEI-020/CAM-02,2019,10,66
DEI-020/CAM-02,2019,11,52
DEI-020/CAM-02,2019,12,67
DEI-020/CAM-02,2020,1,36
DEI-020/CAM-02,2020,2,61
DEI-020/CAM-02,2020,3,47
DEI-020/CAM-02,2020,4,22
DEI-020/CAM-02,2020,5,27
DEI-020/CAM-02,2020,6,44
DEI-020/CAM-02,2020,7,39
DEI-020/CAM-02,2020,8,34
DEI-020/CAM-02,2020,9,54
DEI-020/CAM-02,2020,10,43
DEI-020/CAM-02,2020,11,47
DEI-020/CAM-02,2020,12,51
DEI-020/CAM-02,2021,1,71
DEI-020/CAM-02,2021,2,52
DEI-020/CAM-02,2021,3,78
DEI-020/CAM-02,2021,4,59
DEI-020/CAM-02,2021,5,56
DEI-020/CAM-02,2021,6,59
DEI-020/CAM-02,2021,7,57
DEI-020/CAM-02,2021,8,58
DEI-020/CAM-02,2021,9,64
DEI-020/CAM-02,2021,10,72
DEI-020/CAM-02,2021,11,79
DEI-020/CAM-02,2021,12,69
DEI-020/CAM-02,2022,1,59
DEI-020/CAM-02,2022,2,95
DEI-020/CAM-02,2022,3,82
DEI-020/CAM-02,2022,4,78
DEI-020/CAM-02,2022,5,76
DEI-020/CAM-02,2022,6,89
DEI-020/CAM-02,2022,7,96
DEI-020/CAM-02,2022,8,70
DEI-020/CAM-02,2022,9,58
DEI-020/CAM-02,2022,10,46
DEI-020/CAM-02,2022,11,41
DEI-020/CAM-02,2022,12,50
DEI-021/CAM-01,2019,1,31
DEI-021/CAM-01,2019,2,20
DEI-021/CAM-01,2019,3,32
DEI-021/CAM-01,2019,4,21
DEI-021/CAM-01,2019,5,35
DEI-021/CAM-01,2019,6,27
DEI-021/CAM-01,2019,7,33
DEI-021/CAM-01,2019,8,30
DEI-021/CAM-01,2019,9,31
DEI-021/CAM-01,2019,10,24
DEI-021/CAM-01,2019,11,30
DEI-021/CAM-01,2019,12,23
DEI-021/CAM-01,2020,1,19
DEI-021/CAM-01,2020,2,17
DEI-021/CAM-01,2020,3,13
DEI-021/CAM-01,2020,4,5
DEI-021/CAM-01,2020,5,11
DEI-021/CAM-01,2020,6,10
DEI-021/CAM-01,2020,7,18
DEI-021/CAM-01,2020,8,25
DEI-021/CAM-01,2020,9,18
DEI-021/CAM-01,2020,10,24
DEI-021/CAM-01,2020,11,22
DEI-021/CAM-01,2020,12,28
DEI-021/CAM-01,2021,1,13
DEI-021/CAM-01,2021,2,18
DEI-021/CAM-01,2021,3,24
DEI-021/CAM-01,2021,4,21
DEI-021/CAM-01,2021,5,24
DEI-021/CAM-01,2021,6,23
DEI-021/CAM-01,2021,7,24
DEI-021/CAM-01,2021,8,25
DEI-021/CAM-01,2021,9,27
DEI-021/CAM-01,2021,10,28
DEI-021/CAM-01,2021,11,25
DEI-021/CAM-01,2021,12,15
DEI-021/CAM-01,2022,1,38
DEI-021/CAM-01,2022,2,54
DEI-021/CAM-01,2022,3,40
DEI-021/CAM-01,2022,4,37
DEI-021/CAM-01,2022,5,36
DEI-021/CAM-01,2022,6,56
DEI-021/CAM-01,2022,7,24
DEI-021/CAM-01,2022,8,38
DEI-021/CAM-01,2022,9,36
DEI-021/CAM-01,2022,10,29
DEI-021/CAM-01,2022,11,30
DEI-021/CAM-01,2022,12,39
DEI-021/CAM-02,2019,1,31
DEI-021/CAM-02,2019,2,20
DEI-021/CAM-02,2019,3,32
DEI-021/CAM-02,2019,4,21
DEI-021/CAM-02,2019,5,35
DEI-021/CAM-02,2019,6,27
DEI-021/CAM-02,2019,7,33
DEI-021/CAM-02,2019,8,30
DEI-021/CAM-02,2019,9,31
DEI-021/CAM-02,2019,10,24
DEI-021/CAM-02,2019,11,30
DEI-021/CAM-02,2019,12,23
DEI-021/CAM-02,2020,1,19
DEI-021/CAM-02,2020,2,17
DEI-021/CAM-02,2020,3,13
DEI-021/CAM-02,2020,4,5
DEI-021/CAM-02,2020,5,11
DEI-021/CAM-02,2020,6,10
DEI-021/CAM-02,2020,7,18
DEI-021/CAM-02,2020,8,25
DEI-021/CAM-02,2020,9,18
DEI-021/CAM-02,2020,10,24
DEI-021/CAM-02,2020,11,22
DEI-021/CAM-02,2020,12,28
DEI-021/CAM-02,2021,1,13
DEI-021/CAM-02,2021,2,18
DEI-021/CAM-02,2021,3,24
DEI-021/CAM-02,2021,4,21
DEI-021/CAM-02,2021,5,24
DEI-021/CAM-02,2021,6,23
DEI-021/CAM-02,2021,7,24
DEI-021/CAM-02,2021,8,25
DEI-021/CAM-02,2021,9,27
DEI-021/CAM-02,2021,10,28
DEI-021/CAM-02,2021,11,25
DEI-021/CAM-02,2021,12,15
DEI-021/CAM-02,2022,1,38
DEI-021/CAM-02,2022,2,54
DEI-021/CAM-02,2022,3,40
DEI-021/CAM-02,2022,4,37
DEI-021/CAM-02,2022,5,36
DEI-021/CAM-02,2022,6,56
DEI-021/CAM-02,2022,7,24
DEI-021/CAM-02,2022,8,38
DEI-021/CAM-02,2022,9,36
DEI-021/CAM-02,2022,10,29
DEI-021/CAM-02,2022,11,30
DEI-021/CAM-02,2022,12,39
DEI-022/CAM-01,2019,1,28
DEI-022/CAM-01,2019,2,30
DEI-022/CAM-01,2019,3,40
DEI-022/CAM-01,2019,4,38
DEI-022/CAM-01,2019,5,39
DEI-022/CAM-01,2019,6,30
DEI-022/CAM-01,2019,7,48
DEI-022/CAM-01,2019,8,48
DEI-022/CAM-01,2019,9,51
DEI-022/CAM-01,2019,10,41
DEI-022/CAM-01,2019,11,52
DEI-022/CAM-01,2019,12,29
DEI-022/CAM-01,2020,1,26
DEI-022/CAM-01,2020,2,27
DEI-022/CAM-01,2020,3,20
DEI-022/CAM-01,2020,4,5
DEI-022/CAM-01,2020,5,13
DEI-022/CAM-01,2020,6,15
DEI-022/CAM-01,2020,7,9
DEI-022/CAM-01,2020,8,14
DEI-022/CAM-01,2020,9,22
DEI-022/CAM-01,2020,10,20
DEI-022/CAM-01,2020,11,14
DEI-022/CAM-01,2020,12,19
DEI-022/CAM-01,2021,1,16
DEI-022/CAM-01,2021,2,24
DEI-022/CAM-01,2021,3,34
DEI-022/CAM-01,2021,4,31
DEI-022/CAM-01,2021,5,23
DEI-022/CAM-01,2021,6,24
DEI-022/CAM-01,2021,7,22
DEI-022/CAM-01,2021,8,35
DEI-022/CAM-01,2021,9,46
DEI-022/CAM-01,2021,10,38
DEI-022/CAM-01,2021,11,30
DEI-022/CAM-01,2021,12,33
DEI-022/CAM-01,2022,1,34
DEI-022/CAM-01,2022,2,37
DEI-022/CAM-01,2022,3,50
DEI-022/CAM-01,2022,4,38
DEI-022/CAM-01,2022,5,48
DEI-022/CAM-01,2022,6,45
DEI-022/CAM-01,2022,7,39
DEI-022/CAM-01,2022,8,37
DEI-022/CAM-01,2022,9,34
DEI-022/CAM-01,2022,10,12
DEI-022/CAM-01,2022,11,20
DEI-022/CAM-01,2022,12,11
DEI-022/CAM-02,2019,1,28
DEI-022/CAM-02,2019,2,30
DEI-022/CAM-02,2019,3,40
DEI-022/CAM-02,2019,4,38
DEI-022/CAM-02,2019,5,39
DEI-022/CAM-02,2019,6,30
DEI-022/CAM-02,2019,7,48
DEI-022/CAM-02,2019,8,48
DEI-022/CAM-02,2019,9,51
DEI-022/CAM-02,2019,10,41
DEI-022/CAM-02,2019,11,52
DEI-022/CAM-02,2019,12,29
DEI-022/CAM-02,2020,1,26
DEI-022/CAM-02,2020,2,27
DEI-022/CAM-02,2020,3,20
DEI-022/CAM-02,2020,4,5
DEI-022/CAM-02,2020,5,13
DEI-022/CAM-02,2020,6,15
DEI-022/CAM-02,2020,7,9
DEI-022/CAM-02,2020,8,14
DEI-022/CAM-02,2020,9,22
DEI-022/CAM-02,2020,10,20
DEI-022/CAM-02,2020,11,14
DEI-022/CAM-02,2020,12,19
DEI-022/CAM-02,2021,1,16
DEI-022/CAM-02,2021,2,24
DEI-022/CAM-02,2021,3,34
DEI-022/CAM-02,2021,4,31
DEI-022/CAM-02,2021,5,23
DEI-022/CAM-02,2021,6,24
DEI-022/CAM-02,2021,7,22
DEI-022/CAM-02,2021,8,35
DEI-022/CAM-02,2021,9,46
DEI-022/CAM-02,2021,10,38
DEI-022/CAM-02,2021,11,30
DEI-022/CAM-02,2021,12,33
DEI-022/CAM-02,2022,1,34
DEI-022/CAM-02,2022,2,37
DEI-022/CAM-02,2022,3,50
DEI-022/CAM-02,2022,4,38
DEI-022/CAM-02,2022,5,48
DEI-022/CAM-02,2022,6,45
DEI-022/CAM-02,2022,7,39
DEI-022/CAM-02,2022,8,37
DEI-022/CAM-02,2022,9,34
DEI-022/CAM-02,2022,10,12
DEI-022/CAM-02,2022,11,20
DEI-022/CAM-02,2022,12,11
DEI-022/CAM-03,2019,1,19
DEI-022/CAM-03,2019,2,23
DEI-022/CAM-03,2019,3,24
DEI-022/CAM-03,2019,4,23
DEI-022/CAM-03,2019,5,26
DEI-022/CAM-03,2019,6,16
DEI-022/CAM-03,2019,7,33
DEI-022/CAM-03,2019,8,28
DEI-022/CAM-03,2019,9,33
DEI-022/CAM-03,2019,10,27
DEI-022/CAM-03,2019,11,31
DEI-022/CAM-03,2019,12,14
DEI-022/CAM-03,2020,1,18
DEI-022/CAM-03,2020,2,17
DEI-022/CAM-03,2020,3,12
DEI-022/CAM-03,2020,4,3
DEI-022/CAM-03,2020,5,8
DEI-022/CAM-03,2020,6,7
DEI-022/CAM-03,2020,7,3
DEI-022/CAM-03,2020,8,9
DEI-022/CAM-03,2020,9,13
DEI-022/CAM-03,2020,10,5
DEI-022/CAM-03,2020,11,7
DEI-022/CAM-03,2020,12,10
DEI-022/CAM-03,2021,1,7
DEI-022/CAM-03,2021,2,17
DEI-022/CAM-03,2021,3,14
DEI-022/CAM-03,2021,4,18
DEI-022/CAM-03,2021,5,16
DEI-022/CAM-03,2021,6,18
DEI-022/CAM-03,2021,7,8
DEI-022/CAM-03,2021,8,14
DEI-022/CAM-03,2021,9,25
DEI-022/CAM-03,2021,10,22
DEI-022/CAM-03,2021,11,19
DEI-022/CAM-03,2021,12,19
DEI-022/CAM-03,2022,1,17
DEI-022/CAM-03,2022,2,17
DEI-022/CAM-03,2022,3,25
DEI-022/CAM-03,2022,4,20
DEI-022/CAM-03,2022,5,26
DEI-022/CAM-03,2022,6,27
DEI-022/CAM-03,2022,7,20
DEI-022/CAM-03,2022,8,30
DEI-022/CAM-03,2022,9,25
DEI-022/CAM-03,2022,10,7
DEI-022/CAM-03,2022,11,14
DEI-022/CAM-03,2022,12,6
DEI-022/CAM-04,2019,1,19
DEI-022/CAM-04,2019,2,23
DEI-022/CAM-04,2019,3,24
DEI-022/CAM-04,2019,4,23
DEI-022/CAM-04,2019,5,26
DEI-022/CAM-04,2019,6,16
DEI-022/CAM-04,2019,7,33
DEI-022/CAM-04,2019,8,28
DEI-022/CAM-04,2019,9,33
DEI-022/CAM-04,2019,10,27
DEI-022/CAM-04,2019,11,31
DEI-022/CAM-04,2019,12,14
DEI-022/CAM-04,2020,1,18
DEI-022/CAM-04,2020,2,17
DEI-022/CAM-04,2020,3,12
DEI-022/CAM-04,2020,4,3
DEI-022/CAM-04,2020,5,8
DEI-022/CAM-04,2020,6,7
DEI-022/CAM-04,2020,7,3
DEI-022/CAM-04,2020,8,9
DEI-022/CAM-04,2020,9,13
DEI-022/CAM-04,2020,10,5
DEI-022/CAM-04,2020,11,7
DEI-022/CAM-04,2020,12,10
DEI-022/CAM-04,2021,1,7
DEI-022/CAM-04,2021,2,17
DEI-022/CAM-04,2021,3,14
DEI-022/CAM-04,2021,4,18
DEI-022/CAM-04,2021,5,16
DEI-022/CAM-04,2021,6,18
DEI-022/CAM-04,2021,7,8
DEI-022/CAM-04,2021,8,14
DEI-022/CAM-04,2021,9,25
DEI-022/CAM-04,2021,10,22
DEI-022/CAM-04,2021,11,19
DEI-022/CAM-04,2021,12,19
DEI-022/CAM-04,2022,1,17
DEI-022/CAM-04,2022,2,17
DEI-022/CAM-04,2022,3,25
DEI-022/CAM-04,2022,4,20
DEI-022/CAM-04,2022,5,26
DEI-022/CAM-04,2022,6,27
DEI-022/CAM-04,2022,7,20
DEI-022/CAM-04,2022,8,30
DEI-022/CAM-04,2022,9,25
DEI-022/CAM-04,2022,10,7
DEI-022/CAM-04,2022,11,14
DEI-022/CAM-04,2022,12,6
DEI-023/CAM-01,2019,1,142
DEI-023/CAM-01,2019,2,131
DEI-023/CAM-01,2019,3,145
DEI-023/CAM-01,2019,4,151
DEI-023/CAM-01,2019,5,165
DEI-023/CAM-01,2019,6,133
DEI-023/CAM-01,2019,7,133
DEI-023/CAM-01,2019,8,122
DEI-023/CAM-01,2019,9,144
DEI-023/CAM-01,2019,10,132
DEI-023/CAM-01,2019,11,116
